game,hype,team1,team2,shortDate,gameInfo,possessions,eFG,perDrama,conference
370,1,Niagara,Buffalo,"Wednesday, November 13, 2013",Niagara 92  Buffalo 81,81,0.4609375,0.0205,Non-Conference
1829,1,Cal St. Bakersfield,UTSA,"Wednesday, December 18, 2013",Cal St. Bakersfield 90  UTSA 64,60,0.623655914,0.0205,Non-Conference
906,1,UC Riverside,Southern Utah,"Saturday, November 23, 2013",UC Riverside 74  Southern Utah 59,68,0.450980392,0.0205,Non-Conference
4949,1,Duquesne,Saint Louis,"Thursday, February 27, 2014",Duquesne 71  Saint Louis 64,66,0.473214286,0.0205,A10
4810,1,Stony Brook,Maine,"Sunday, February 23, 2014",Stony Brook 83  Maine 79,74,0.525210084,0.0205,America East
3659,1,New Mexico St.,Cal St. Bakersfield,"Thursday, January 30, 2014",New Mexico St. 89  Cal St. Bakersfield 86,76,0.530172414,0.0205,WAC
3794,1,Nicholls St.,Central Arkansas,"Saturday, February 1, 2014",Nicholls St. 78  Central Arkansas 67,66,0.519230769,0.0205,Southland
5177,1,Ohio,Bowling Green,"Tuesday, March 4, 2014",Ohio 72  Bowling Green 61,63,0.574468085,0.0204,MAC
3798,1,Green Bay,Wright St.,"Saturday, February 1, 2014",Green Bay 62  Wright St. 55,64,0.467592593,0.0204,Horizon League
3335,1,Utah Valley,UMKC,"Thursday, January 23, 2014",Utah Valley 66  UMKC 48,62,0.3875,0.0204,WAC
4721,1,Furman,Appalachian St.,"Saturday, February 22, 2014",Furman 68  Appalachian St. 53,66,0.427927928,0.0204,Southern
5880,1,South Carolina,Auburn,"Wednesday, March 12, 2014",South Carolina 74  Auburn 56,61,0.483516484,0.0204,SEC
1553,1,Central Connecticut,Hartford,"Tuesday, December 10, 2013",Central Connecticut 73  Hartford 59,63,0.490291262,0.0204,Non-Conference
471,1,South Florida,Bowling Green,"Friday, November 15, 2013",South Florida 75  Bowling Green 61,63,0.490909091,0.0204,Non-Conference
931,1,Portland St.,UC Davis,"Sunday, November 24, 2013",Portland St. 79  UC Davis 63,69,0.495614035,0.0204,Non-Conference
3460,1,Chattanooga,UNC Greensboro,"Saturday, January 25, 2014",Chattanooga 77  UNC Greensboro 67,73,0.490990991,0.0203,Southern
5236,1,North Carolina Central,Norfolk St.,"Thursday, March 6, 2014",North Carolina Central 76  Norfolk St. 70,63,0.557142857,0.0203,MEAC
1544,1,Lehigh,LIU Brooklyn,"Monday, December 9, 2013",Lehigh 76  LIU Brooklyn 69,73,0.477477477,0.0203,Non-Conference
5410,1,Rhode Island,UNC Asheville,"Monday, November 25, 2013",Rhode Island 73  UNC Asheville 56,60,0.526041667,0.0203,Non-Conference
4695,1,Ohio,Akron,"Saturday, February 22, 2014",Ohio 66  Akron 50,59,0.444954128,0.0203,MAC
473,1,Cleveland St.,UT Arlington,"Friday, November 15, 2013",Cleveland St. 83  UT Arlington 73,74,0.469827586,0.0203,Non-Conference
3232,1,Bucknell,Loyola MD,"Wednesday, January 22, 2014",Bucknell 70  Loyola MD 60,61,0.456730769,0.0203,Patriot League
3632,1,Robert Morris,Bryant,"Thursday, January 30, 2014",Robert Morris 79  Bryant 76,66,0.555084746,0.0203,Northeast
859,1,William & Mary,Rutgers,"Saturday, November 23, 2013",William & Mary 72  Rutgers 62,70,0.504807692,0.0203,Non-Conference
574,1,UMBC,Mount St. Mary's,"Sunday, November 17, 2013",UMBC 90  Mount St. Mary's 84,89,0.5,0.0203,Non-Conference
2345,1,Arkansas St.,UT Arlington,"Thursday, January 2, 2014",Arkansas St. 82  UT Arlington 66,71,0.509009009,0.0203,Sun Belt
1643,1,St. Bonaventure,Iona,"Saturday, December 14, 2013",St. Bonaventure 102  Iona 89,78,0.596774194,0.0203,Non-Conference
563,1,Ohio,Valparaiso,"Sunday, November 17, 2013",Ohio 76  Valparaiso 72,71,0.459459459,0.0203,Non-Conference
1143,1,Illinois St.,San Francisco,"Saturday, November 30, 2013",Illinois St. 90  San Francisco 76,77,0.55511811,0.0203,Non-Conference
3124,1,South Dakota,IPFW,"Saturday, January 18, 2014",South Dakota 75  IPFW 61,68,0.495575221,0.0203,Summit League
1295,1,Virginia Tech,Winthrop,"Tuesday, December 3, 2013",Virginia Tech 81  Winthrop 63,68,0.566037736,0.0203,Non-Conference
2181,1,Eastern Kentucky,IPFW,"Sunday, December 29, 2013",Eastern Kentucky 90  IPFW 68,65,0.601851852,0.0202,Non-Conference
2693,1,Siena,Marist,"Friday, January 10, 2014",Siena 67  Marist 58,66,0.421052632,0.0202,MAAC
544,1,SIU Edwardsville,Central Arkansas,"Saturday, November 16, 2013",SIU Edwardsville 100  Central Arkansas 93,85,0.572,0.0202,Non-Conference
4119,1,Brown,Dartmouth,"Saturday, February 8, 2014",Brown 75  Dartmouth 62,71,0.401709402,0.0202,Ivy League
5016,1,Akron,Bowling Green,"Saturday, March 1, 2014",Akron 57  Bowling Green 47,64,0.417431193,0.0202,MAC
4856,1,Illinois Chicago,Milwaukee,"Tuesday, February 25, 2014",Illinois Chicago 80  Milwaukee 58,63,0.472477064,0.0202,Horizon League
5546,1,Hawaii,Oregon St.,"Wednesday, December 25, 2013",Hawaii 79  Oregon St. 73,69,0.521551724,0.0201,Non-Conference
4756,1,Washington,Oregon St.,"Saturday, February 22, 2014",Washington 86  Oregon St. 62,68,0.5625,0.0201,Pac Ten
2520,1,Loyola Chicago,Missouri St.,"Sunday, January 5, 2014",Loyola Chicago 89  Missouri St. 57,67,0.556074766,0.0201,Missouri Valley
4248,1,Georgia,Mississippi St.,"Wednesday, February 12, 2014",Georgia 75  Mississippi St. 55,69,0.457142857,0.0201,SEC
644,1,Syracuse,St. Francis NY,"Monday, November 18, 2013",Syracuse 56  St. Francis NY 50,54,0.420212766,0.0201,Non-Conference
862,1,Cleveland St.,Robert Morris,"Saturday, November 23, 2013",Cleveland St. 87  Robert Morris 74,70,0.504854369,0.0201,Non-Conference
4535,1,Wyoming,Fresno St.,"Tuesday, February 18, 2014",Wyoming 72  Fresno St. 66,64,0.424242424,0.0201,Mountain West
2957,1,St. Francis NY,Central Connecticut,"Thursday, January 16, 2014",St. Francis NY 76  Central Connecticut 66,70,0.508474576,0.0201,Northeast
4367,1,Akron,Northern Illinois,"Saturday, February 15, 2014",Akron 62  Northern Illinois 54,64,0.444444444,0.0201,MAC
2286,1,Delaware,Liberty,"Wednesday, January 1, 2014",Delaware 77  Liberty 64,68,0.461538462,0.0201,Non-Conference
1440,1,Akron,Cleveland St.,"Saturday, December 7, 2013",Akron 73  Cleveland St. 61,69,0.535,0.0201,Non-Conference
5013,1,UC Irvine,Cal Poly,"Saturday, March 1, 2014",UC Irvine 55  Cal Poly 48,57,0.409090909,0.0201,Big West
4383,1,Western Michigan,Miami OH,"Saturday, February 15, 2014",Western Michigan 68  Miami OH 57,73,0.444444444,0.02,MAC
1483,1,Hampton,Florida A&M,"Saturday, December 7, 2013",Hampton 72  Florida A&M 62,79,0.432773109,0.02,MEAC
3094,1,New Mexico,Fresno St.,"Saturday, January 18, 2014",New Mexico 89  Fresno St. 78,73,0.513761468,0.02,Mountain West
4330,1,Arkansas St.,South Alabama,"Thursday, February 13, 2014",Arkansas St. 85  South Alabama 61,63,0.579207921,0.02,Sun Belt
1970,1,North Carolina,Davidson,"Saturday, December 21, 2013",North Carolina 97  Davidson 85,88,0.515384615,0.02,Non-Conference
6007,1,Sam Houston St.,Texas A&M Corpus Chris,"Friday, March 14, 2014",Sam Houston St. 69  Texas A&M Corpus Chris 63,57,0.5,0.02,Southland
5822,1,Robert Morris,St. Francis PA,"Saturday, March 8, 2014",Robert Morris 60  St. Francis PA 57,58,0.440217391,0.02,Northeast
3149,1,Northern Kentucky,Kennesaw St.,"Saturday, January 18, 2014",Northern Kentucky 82  Kennesaw St. 69,63,0.585365854,0.02,Atlantic Sun
2059,1,Drake,Albany,"Monday, December 23, 2013",Drake 71  Albany 63,64,0.533980583,0.02,Non-Conference
1617,1,Toledo,Sam Houston St.,"Saturday, December 14, 2013",Toledo 77  Sam Houston St. 61,65,0.462184874,0.0199,Non-Conference
2767,1,USC Upstate,Lipscomb,"Saturday, January 11, 2014",USC Upstate 84  Lipscomb 70,67,0.62037037,0.0199,Atlantic Sun
4302,1,Tulsa,East Carolina,"Thursday, February 13, 2014",Tulsa 76  East Carolina 58,62,0.504464286,0.0199,Conference USA
3751,1,Pacific,San Diego,"Saturday, February 1, 2014",Pacific 84  San Diego 67,63,0.626315789,0.0199,WCC
4664,1,Iona,Rider,"Friday, February 21, 2014",Iona 80  Rider 77,73,0.504098361,0.0199,MAAC
5084,1,Troy,Louisiana Monroe,"Saturday, March 1, 2014",Troy 61  Louisiana Monroe 46,59,0.432692308,0.0199,Sun Belt
817,1,Villanova,Delaware,"Friday, November 22, 2013",Villanova 84  Delaware 80,71,0.507575758,0.0199,Non-Conference
4069,1,Robert Morris,St. Francis NY,"Saturday, February 8, 2014",Robert Morris 72  St. Francis NY 50,60,0.481308411,0.0198,Northeast
3808,1,IPFW,Western Illinois,"Saturday, February 1, 2014",IPFW 77  Western Illinois 64,58,0.620879121,0.0198,Summit League
3643,1,Milwaukee,Wright St.,"Thursday, January 30, 2014",Milwaukee 68  Wright St. 64,71,0.495145631,0.0198,Horizon League
1757,1,North Texas,Central Arkansas,"Tuesday, December 17, 2013",North Texas 64  Central Arkansas 55,63,0.435643564,0.0197,Non-Conference
3341,1,Western Michigan,Kent St.,"Thursday, January 23, 2014",Western Michigan 75  Kent St. 59,70,0.461538462,0.0197,MAC
886,1,Eastern Michigan,UT Arlington,"Saturday, November 23, 2013",Eastern Michigan 74  UT Arlington 69,63,0.525773196,0.0197,Non-Conference
4591,1,Gardner Webb,Presbyterian,"Wednesday, February 19, 2014",Gardner Webb 79  Presbyterian 70,70,0.522727273,0.0197,Big South
3694,1,UC Irvine,Cal Poly,"Saturday, February 1, 2014",UC Irvine 64  Cal Poly 50,58,0.458333333,0.0197,Big West
4191,1,Alabama A&M,Mississippi Valley St.,"Monday, February 10, 2014",Alabama A&M 91  Mississippi Valley St. 82,81,0.504807692,0.0197,SWAC
5859,1,Mount St. Mary's,Robert Morris,"Tuesday, March 11, 2014",Mount St. Mary's 88  Robert Morris 71,69,0.587962963,0.0197,Northeast
3907,1,UNC Asheville,Campbell,"Wednesday, February 5, 2014",UNC Asheville 86  Campbell 73,77,0.553571429,0.0197,Big South
4656,1,Santa Clara,Pacific,"Thursday, February 20, 2014",Santa Clara 70  Pacific 50,65,0.382075472,0.0196,WCC
2688,1,Tennessee Tech,Eastern Illinois,"Thursday, January 9, 2014",Tennessee Tech 81  Eastern Illinois 69,65,0.575,0.0196,Ohio Valley
4643,1,Seton Hall,Georgetown,"Thursday, February 20, 2014",Seton Hall 82  Georgetown 67,64,0.536697248,0.0196,Big East
2907,1,New Hampshire,UMBC,"Wednesday, January 15, 2014",New Hampshire 56  UMBC 42,60,0.403409091,0.0196,America East
2341,1,Nicholls St.,New Orleans,"Thursday, January 2, 2014",Nicholls St. 88  New Orleans 83,84,0.51,0.0196,Southland
5471,1,Tennessee Tech,East Tennessee St.,"Wednesday, November 27, 2013",Tennessee Tech 98  East Tennessee St. 83,73,0.539473684,0.0196,Non-Conference
3154,1,Youngstown St.,Detroit,"Saturday, January 18, 2014",Youngstown St. 77  Detroit 63,66,0.535714286,0.0196,Horizon League
3272,1,Miami OH,Central Michigan,"Wednesday, January 22, 2014",Miami OH 86  Central Michigan 80,68,0.616071429,0.0196,MAC
5564,1,Auburn,Alabama,"Thursday, January 30, 2014",Auburn 74  Alabama 55,66,0.447115385,0.0196,SEC
4716,1,Canisius,Fairfield,"Saturday, February 22, 2014",Canisius 90  Fairfield 78,71,0.541284404,0.0196,MAAC
1490,1,Coppin St.,Delaware St.,"Saturday, December 7, 2013",Coppin St. 73  Delaware St. 54,57,0.552631579,0.0196,MEAC
4834,1,Hampton,Maryland Eastern Shore,"Monday, February 24, 2014",Hampton 104  Maryland Eastern Shore 89,84,0.515384615,0.0196,MEAC
5463,1,South Dakota St.,Lehigh,"Tuesday, November 26, 2013",South Dakota St. 74  Lehigh 61,65,0.513157895,0.0196,Non-Conference
3128,1,Davidson,UNC Greensboro,"Saturday, January 18, 2014",Davidson 93  UNC Greensboro 82,79,0.520833333,0.0196,Southern
1652,1,Michigan St.,Oakland,"Saturday, December 14, 2013",Michigan St. 67  Oakland 63,69,0.461538462,0.0196,Non-Conference
4347,1,Iowa,Penn St.,"Saturday, February 15, 2014",Iowa 82  Penn St. 70,68,0.441666667,0.0196,Big Ten
2277,1,North Texas,Texas A&M,"Tuesday, December 31, 2013",North Texas 61  Texas A&M 41,63,0.449494949,0.0195,Non-Conference
2155,1,TCU,Texas Southern,"Sunday, December 29, 2013",TCU 77  Texas Southern 64,72,0.46484375,0.0195,Non-Conference
5053,1,Santa Clara,Pepperdine,"Saturday, March 1, 2014",Santa Clara 86  Pepperdine 78,72,0.512605042,0.0195,WCC
3856,1,North Carolina Central,Maryland Eastern Shore,"Monday, February 3, 2014",North Carolina Central 66  Maryland Eastern Shore 62,57,0.538888889,0.0195,MEAC
3673,1,Tennessee St.,Tennessee Tech,"Thursday, January 30, 2014",Tennessee St. 81  Tennessee Tech 68,63,0.531578947,0.0195,Ohio Valley
3076,1,Miami FL,Georgia Tech,"Saturday, January 18, 2014",Miami FL 56  Georgia Tech 42,55,0.41954023,0.0195,ACC
1414,1,Cal Poly,Santa Clara,"Saturday, December 7, 2013",Cal Poly 64  Santa Clara 53,61,0.441747573,0.0195,Non-Conference
611,1,FIU,Stetson,"Monday, November 18, 2013",FIU 75  Stetson 66,68,0.47826087,0.0195,Non-Conference
6089,1,East Tennessee St.,Chattanooga,"Tuesday, March 18, 2014",East Tennessee St. 79  Chattanooga 66,69,0.434108527,0.0195,Non-Conference
375,1,Seton Hall,Kent St.,"Wednesday, November 13, 2013",Seton Hall 78  Kent St. 76,67,0.5625,0.0195,Non-Conference
896,1,Rider,Central Connecticut,"Saturday, November 23, 2013",Rider 89  Central Connecticut 73,75,0.522123894,0.0194,Non-Conference
5120,1,Western Illinois,IUPUI,"Saturday, March 1, 2014",Western Illinois 75  IUPUI 70,62,0.553921569,0.0194,Summit League
3290,1,Chattanooga,Elon,"Thursday, January 23, 2014",Chattanooga 84  Elon 63,65,0.514851485,0.0194,Southern
3286,1,Florida,Alabama,"Thursday, January 23, 2014",Florida 68  Alabama 62,60,0.43220339,0.0194,SEC
4437,1,Charleston Southern,Winthrop,"Saturday, February 15, 2014",Charleston Southern 84  Winthrop 64,64,0.560606061,0.0194,Big South
4407,1,Wyoming,San Jose St.,"Saturday, February 15, 2014",Wyoming 46  San Jose St. 38,55,0.403409091,0.0194,Mountain West
1759,1,Vanderbilt,Austin Peay,"Tuesday, December 17, 2013",Vanderbilt 58  Austin Peay 56,70,0.38559322,0.0193,Non-Conference
2963,1,Fairleigh Dickinson,LIU Brooklyn,"Thursday, January 16, 2014",Fairleigh Dickinson 89  LIU Brooklyn 67,65,0.536885246,0.0193,Northeast
3921,1,Texas A&M,Mississippi St.,"Wednesday, February 5, 2014",Texas A&M 72  Mississippi St. 52,64,0.514285714,0.0193,SEC
2748,1,Boston University,Lafayette,"Saturday, January 11, 2014",Boston University 89  Lafayette 78,68,0.625,0.0193,Patriot League
4355,1,Cal St. Bakersfield,Seattle,"Saturday, February 15, 2014",Cal St. Bakersfield 83  Seattle 65,68,0.495762712,0.0193,WAC
5292,1,Washington St.,UCLA,"Saturday, March 8, 2014",Washington St. 73  UCLA 55,67,0.418918919,0.0193,Pac Ten
2449,1,Hampton,Radford,"Saturday, January 4, 2014",Hampton 87  Radford 60,73,0.473913043,0.0193,Non-Conference
3085,1,Western Carolina,Samford,"Saturday, January 18, 2014",Western Carolina 67  Samford 64,63,0.480392157,0.0193,Southern
3503,1,Green Bay,Detroit,"Sunday, January 26, 2014",Green Bay 62  Detroit 52,64,0.33,0.0192,Horizon League
1248,1,Texas,Vanderbilt,"Monday, December 2, 2013",Texas 70  Vanderbilt 64,72,0.456140351,0.0192,Non-Conference
5390,1,VMI,Air Force,"Saturday, November 9, 2013",VMI 71  Air Force 63,73,0.464912281,0.0192,Non-Conference
756,1,Central Michigan,Austin Peay,"Thursday, November 21, 2013",Central Michigan 90  Austin Peay 75,71,0.527777778,0.0192,Non-Conference
5189,1,Houston,South Florida,"Tuesday, March 4, 2014",Houston 78  South Florida 69,64,0.574766355,0.0192,American
964,1,Stanford,Houston,"Monday, November 25, 2013",Stanford 86  Houston 76,73,0.508130081,0.0192,Non-Conference
5252,1,Nicholls St.,Houston Baptist,"Thursday, March 6, 2014",Nicholls St. 75  Houston Baptist 62,69,0.457943925,0.0192,Southland
4068,1,Wagner,Sacred Heart,"Saturday, February 8, 2014",Wagner 62  Sacred Heart 55,66,0.351239669,0.0191,Northeast
1767,1,Providence,Yale,"Tuesday, December 17, 2013",Providence 76  Yale 74,61,0.580357143,0.0191,Non-Conference
171,1,Eastern Kentucky,Kennesaw St.,"Saturday, November 9, 2013",Eastern Kentucky 68  Kennesaw St. 60,71,0.479381443,0.0191,Non-Conference
4214,1,Campbell,Presbyterian,"Wednesday, February 12, 2014",Campbell 77  Presbyterian 66,66,0.548245614,0.0191,Big South
1887,1,Portland,Bradley,"Friday, December 20, 2013",Portland 74  Bradley 53,62,0.45049505,0.0191,Non-Conference
3285,1,Ohio St.,Illinois,"Thursday, January 23, 2014",Ohio St. 62  Illinois 55,60,0.47979798,0.0191,Big Ten
3889,1,Colorado St.,UNLV,"Wednesday, February 5, 2014",Colorado St. 75  UNLV 57,59,0.486238532,0.0191,Mountain West
3011,1,North Texas,Marshall,"Thursday, January 16, 2014",North Texas 80  Marshall 65,73,0.421487603,0.0191,Conference USA
2970,1,Robert Morris,St. Francis PA,"Thursday, January 16, 2014",Robert Morris 73  St. Francis PA 68,63,0.607526882,0.019,Northeast
1878,1,Georgia St.,Georgia Southern,"Friday, December 20, 2013",Georgia St. 73  Georgia Southern 61,61,0.553398058,0.019,Non-Conference
72,1,SMU,TCU,"Friday, November 8, 2013",SMU 69  TCU 61,66,0.453703704,0.019,Non-Conference
4298,1,FIU,UTSA,"Thursday, February 13, 2014",FIU 80  UTSA 72,69,0.486842105,0.019,Conference USA
753,1,Connecticut,Boston College,"Thursday, November 21, 2013",Connecticut 72  Boston College 70,64,0.447115385,0.019,Non-Conference
5159,1,UCLA,Oregon St.,"Sunday, March 2, 2014",UCLA 74  Oregon St. 69,68,0.490909091,0.019,Pac Ten
690,1,TCU,Abilene Christian,"Tuesday, November 19, 2013",TCU 71  Abilene Christian 64,64,0.479591837,0.019,Non-Conference
4022,1,Stetson,Jacksonville,"Saturday, February 8, 2014",Stetson 73  Jacksonville 68,61,0.494897959,0.019,Atlantic Sun
2783,1,Wagner,LIU Brooklyn,"Saturday, January 11, 2014",Wagner 84  LIU Brooklyn 70,71,0.479338843,0.019,Northeast
5501,1,USC,Xavier,"Saturday, November 30, 2013",USC 84  Xavier 78,81,0.535714286,0.0189,Non-Conference
2465,1,Central Arkansas,Houston Baptist,"Saturday, January 4, 2014",Central Arkansas 86  Houston Baptist 69,75,0.480314961,0.0189,Southland
538,1,Butler,Princeton,"Saturday, November 16, 2013",Butler 70  Princeton 67,65,0.533707865,0.0189,Non-Conference
885,1,Central Michigan,Cal St. Northridge,"Saturday, November 23, 2013",Central Michigan 90  Cal St. Northridge 76,68,0.619791667,0.0189,Non-Conference
707,1,North Dakota St.,Western Michigan,"Wednesday, November 20, 2013",North Dakota St. 83  Western Michigan 74,70,0.556603774,0.0189,Non-Conference
999,1,Auburn,Tennessee St.,"Tuesday, November 26, 2013",Auburn 78  Tennessee St. 73,65,0.573684211,0.0189,Non-Conference
5951,1,Prairie View A&M,Southern,"Wednesday, March 12, 2014",Prairie View A&M 64  Southern 46,65,0.430693069,0.0189,SWAC
4585,1,Miami FL,Notre Dame,"Wednesday, February 19, 2014",Miami FL 71  Notre Dame 64,57,0.537037037,0.0189,ACC
1381,1,Vanderbilt,Marshall,"Thursday, December 5, 2013",Vanderbilt 69  Marshall 67,70,0.468468468,0.0189,Non-Conference
4402,1,Louisiana Monroe,Arkansas Little Rock,"Saturday, February 15, 2014",Louisiana Monroe 65  Arkansas Little Rock 49,72,0.409090909,0.0188,Sun Belt
1142,1,UC Irvine,Sacramento St.,"Saturday, November 30, 2013",UC Irvine 79  Sacramento St. 53,68,0.476851852,0.0188,Non-Conference
3230,1,UNLV,Utah St.,"Wednesday, January 22, 2014",UNLV 62  Utah St. 42,58,0.387850467,0.0188,Mountain West
388,1,Kansas St.,Oral Roberts,"Wednesday, November 13, 2013",Kansas St. 71  Oral Roberts 63,65,0.463917526,0.0188,Non-Conference
3339,1,Belmont,Morehead St.,"Thursday, January 23, 2014",Belmont 80  Morehead St. 66,62,0.545,0.0188,Ohio Valley
4985,1,Columbia,Dartmouth,"Friday, February 28, 2014",Columbia 84  Dartmouth 72,63,0.639784946,0.0188,Ivy League
1221,1,DePaul,Oregon St.,"Sunday, December 1, 2013",DePaul 93  Oregon St. 81,72,0.630841121,0.0188,Non-Conference
4587,1,Oregon,Washington,"Wednesday, February 19, 2014",Oregon 78  Washington 71,66,0.54245283,0.0188,Pac Ten
2412,1,Green Bay,Youngstown St.,"Saturday, January 4, 2014",Green Bay 85  Youngstown St. 69,74,0.516528926,0.0188,Horizon League
2763,1,Pacific,Santa Clara,"Saturday, January 11, 2014",Pacific 80  Santa Clara 68,67,0.509433962,0.0188,WCC
3696,1,Gonzaga,San Francisco,"Saturday, February 1, 2014",Gonzaga 75  San Francisco 65,71,0.41588785,0.0188,WCC
2960,1,Old Dominion,FIU,"Thursday, January 16, 2014",Old Dominion 52  FIU 36,59,0.376344086,0.0188,Conference USA
5216,1,Rhode Island,Fordham,"Wednesday, March 5, 2014",Rhode Island 77  Fordham 65,74,0.463709677,0.0188,A10
4465,1,Idaho St.,Southern Utah,"Saturday, February 15, 2014",Idaho St. 75  Southern Utah 65,64,0.505102041,0.0188,Big Sky
4582,1,Arkansas,South Carolina,"Wednesday, February 19, 2014",Arkansas 71  South Carolina 64,71,0.444444444,0.0188,SEC
5191,1,Kentucky,Alabama,"Tuesday, March 4, 2014",Kentucky 55  Alabama 48,57,0.393939394,0.0188,SEC
4817,1,Iona,Marist,"Sunday, February 23, 2014",Iona 86  Marist 67,67,0.516666667,0.0188,MAAC
5913,1,Northern Colorado,Northern Arizona,"Thursday, March 13, 2014",Northern Colorado 62  Northern Arizona 60,59,0.495192308,0.0188,Big Sky
4507,1,Colorado,USC,"Sunday, February 16, 2014",Colorado 83  USC 74,80,0.478813559,0.0188,Pac Ten
3997,1,Pepperdine,Pacific,"Thursday, February 6, 2014",Pepperdine 80  Pacific 69,65,0.523584906,0.0188,WCC
5188,1,North Dakota,Northern Colorado,"Tuesday, March 4, 2014",North Dakota 94  Northern Colorado 90,71,0.631067961,0.0188,Big Sky
5792,1,Northeastern,Drexel,"Saturday, March 8, 2014",Northeastern 90  Drexel 81,76,0.534188034,0.0188,CAA
3067,1,Tulane,Rice,"Saturday, January 18, 2014",Tulane 58  Rice 41,60,0.409090909,0.0188,Conference USA
406,1,Stanford,Northwestern,"Thursday, November 14, 2013",Stanford 71  Northwestern 58,65,0.51980198,0.0188,Non-Conference
5372,1,Nebraska Omaha,South Carolina St.,"Monday, November 25, 2013",Nebraska Omaha 83  South Carolina St. 67,70,0.552173913,0.0187,Non-Conference
2584,1,Bucknell,Lafayette,"Wednesday, January 8, 2014",Bucknell 96  Lafayette 86,71,0.606837607,0.0187,Patriot League
2741,1,Colorado St.,Fresno St.,"Saturday, January 11, 2014",Colorado St. 76  Fresno St. 57,61,0.495192308,0.0187,Mountain West
3834,1,Morehead St.,Jacksonville St.,"Saturday, February 1, 2014",Morehead St. 65  Jacksonville St. 54,64,0.479381443,0.0187,Ohio Valley
2775,1,East Tennessee St.,Northern Kentucky,"Saturday, January 11, 2014",East Tennessee St. 74  Northern Kentucky 65,67,0.525,0.0187,Atlantic Sun
6226,1,Fresno St.,Old Dominion,"Wednesday, March 26, 2014",Fresno St. 71  Old Dominion 64,68,0.485436893,0.0187,Non-Conference
3077,1,Missouri,Alabama,"Saturday, January 18, 2014",Missouri 68  Alabama 47,59,0.4,0.0187,SEC
5909,1,Stanford,Washington St.,"Wednesday, March 12, 2014",Stanford 74  Washington St. 63,59,0.531914894,0.0187,Pac Ten
3680,1,Florida Gulf Coast,Stetson,"Friday, January 31, 2014",Florida Gulf Coast 71  Stetson 68,66,0.509009009,0.0187,Atlantic Sun
3991,1,Belmont,Murray St.,"Thursday, February 6, 2014",Belmont 99  Murray St. 96,76,0.602459016,0.0187,Ohio Valley
4527,1,Maryland,Wake Forest,"Tuesday, February 18, 2014",Maryland 71  Wake Forest 60,71,0.495535714,0.0187,ACC
4268,1,Saint Mary's,San Diego,"Thursday, February 13, 2014",Saint Mary's 69  San Diego 57,54,0.565217391,0.0187,WCC
4776,1,Southern,Alabama A&M,"Saturday, February 22, 2014",Southern 70  Alabama A&M 62,71,0.545,0.0187,SWAC
2088,1,UNC Greensboro,Virginia Tech,"Saturday, December 28, 2013",UNC Greensboro 55  Virginia Tech 52,69,0.392156863,0.0186,Non-Conference
1736,1,Santa Clara,Radford,"Monday, December 16, 2013",Santa Clara 75  Radford 62,64,0.49047619,0.0186,Non-Conference
2979,1,Lipscomb,Kennesaw St.,"Thursday, January 16, 2014",Lipscomb 88  Kennesaw St. 83,78,0.530434783,0.0186,Atlantic Sun
5015,1,San Diego St.,Fresno St.,"Saturday, March 1, 2014",San Diego St. 82  Fresno St. 67,61,0.605263158,0.0186,Mountain West
3126,1,Cincinnati,South Florida,"Saturday, January 18, 2014",Cincinnati 61  South Florida 54,61,0.455,0.0186,American
6013,1,Louisiana Lafayette,UT Arlington,"Friday, March 14, 2014",Louisiana Lafayette 91  UT Arlington 85,74,0.556910569,0.0186,Sun Belt
47,1,Hampton,William & Mary,"Friday, November 8, 2013",Hampton 77  William & Mary 69,71,0.524752475,0.0186,Non-Conference
3028,1,Northern Iowa,Missouri St.,"Saturday, January 18, 2014",Northern Iowa 94  Missouri St. 89,66,0.755,0.0186,Missouri Valley
4112,1,Jackson St.,Alcorn St.,"Saturday, February 8, 2014",Jackson St. 71  Alcorn St. 61,69,0.429292929,0.0186,SWAC
2712,1,Coastal Carolina,Gardner Webb,"Saturday, January 11, 2014",Coastal Carolina 81  Gardner Webb 69,71,0.544117647,0.0186,Big South
3717,1,Maryland,Virginia Tech,"Saturday, February 1, 2014",Maryland 80  Virginia Tech 60,63,0.5,0.0186,ACC
4574,1,Indiana St.,Evansville,"Wednesday, February 19, 2014",Indiana St. 59  Evansville 54,60,0.463917526,0.0186,Missouri Valley
1982,1,Lehigh,Quinnipiac,"Saturday, December 21, 2013",Lehigh 69  Quinnipiac 58,72,0.425,0.0186,Non-Conference
2325,1,Texas A&M Corpus Chris,Central Arkansas,"Thursday, January 2, 2014",Texas A&M Corpus Chris 81  Central Arkansas 66,78,0.478070175,0.0185,Southland
3593,1,Boston University,Army,"Wednesday, January 29, 2014",Boston University 86  Army 81,84,0.496240602,0.0185,Patriot League
4730,1,North Carolina St.,Virginia Tech,"Saturday, February 22, 2014",North Carolina St. 71  Virginia Tech 64,67,0.462264151,0.0185,ACC
1100,1,North Carolina A&T,Longwood,"Friday, November 29, 2013",North Carolina A&T 85  Longwood 78,73,0.490384615,0.0185,Non-Conference
3104,1,Florida,Auburn,"Saturday, January 18, 2014",Florida 68  Auburn 61,63,0.541176471,0.0185,SEC
4277,1,IPFW,South Dakota,"Thursday, February 13, 2014",IPFW 75  South Dakota 69,67,0.477876106,0.0185,Summit League
