game,hype,team1,team2,shortDate,gameInfo,possessions,eFG,perDrama,conference
3803,9.699952176,Syracuse,Duke,"Saturday, February 1, 2014",Syracuse 91  Duke 89,68,0.563492063,0.0557,ACC
320,9.699952176,Michigan St.,Kentucky,"Tuesday, November 12, 2013",Michigan St. 78  Kentucky 74,70,0.504237288,0.0276,Non-Conference
2560,9.432134293,Michigan St.,Ohio St.,"Tuesday, January 7, 2014",Michigan St. 72  Ohio St. 68,75,0.5,0.041,Big Ten
6236,9.399231508,Wisconsin,Arizona,"Saturday, March 29, 2014",Wisconsin 64  Arizona 63,61,0.4375,0.0592,Non-Conference
3114,9.298797499,Syracuse,Pittsburgh,"Saturday, January 18, 2014",Syracuse 59  Pittsburgh 54,54,0.494318182,0.0358,ACC
6047,9.199806763,Virginia,Duke,"Sunday, March 16, 2014",Virginia 72  Duke 63,61,0.468181818,0.0357,ACC
4500,9.166618287,Creighton,Villanova,"Sunday, February 16, 2014",Creighton 101  Villanova 80,69,0.650485437,0.0147,Big East
276,9.132560386,Kansas,Duke,"Tuesday, November 12, 2013",Kansas 94  Duke 83,75,0.582608696,0.0433,Non-Conference
6216,9.132560386,Michigan St.,Virginia,"Friday, March 28, 2014",Michigan St. 61  Virginia 59,58,0.447115385,0.0433,Non-Conference
2078,9.099564586,Syracuse,Villanova,"Saturday, December 28, 2013",Syracuse 78  Villanova 62,64,0.510526316,0.0264,Non-Conference
6241,9.066472868,Kentucky,Wisconsin,"Saturday, April 5, 2014",Kentucky 74  Wisconsin 73,61,0.527777778,0.0504,Non-Conference
1667,9.033284813,North Carolina,Kentucky,"Saturday, December 14, 2013",North Carolina 82  Kentucky 77,74,0.472727273,0.0299,Non-Conference
4770,8.999224806,Duke,Syracuse,"Saturday, February 22, 2014",Duke 66  Syracuse 60,60,0.468181818,0.0384,ACC
3524,8.999224806,Duke,Pittsburgh,"Monday, January 27, 2014",Duke 80  Pittsburgh 65,62,0.532110092,0.0306,ACC
6213,8.93313897,Michigan,Tennessee,"Friday, March 28, 2014",Michigan 73  Tennessee 71,60,0.603773585,0.0313,Non-Conference
5075,8.931589147,Virginia,Syracuse,"Saturday, March 1, 2014",Virginia 75  Syracuse 56,57,0.486363636,0.0262,ACC
6214,8.896081277,Florida,UCLA,"Thursday, March 27, 2014",Florida 79  UCLA 68,70,0.504098361,0.0232,Non-Conference
3542,8.830955847,Michigan St.,Iowa,"Tuesday, January 28, 2014",Michigan St. 71  Iowa 69,68,0.462616822,0.0489,Big Ten
2113,8.827479439,Kentucky,Louisville,"Saturday, December 28, 2013",Kentucky 73  Louisville 66,70,0.454166667,0.035,Non-Conference
3468,8.799805068,Michigan,Michigan St.,"Saturday, January 25, 2014",Michigan 80  Michigan St. 75,63,0.542857143,0.0361,Big Ten
2857,8.795155039,Iowa,Ohio St.,"Sunday, January 12, 2014",Iowa 84  Ohio St. 74,74,0.512820513,0.0319,Big Ten
6238,8.766617862,Kentucky,Michigan,"Sunday, March 30, 2014",Kentucky 75  Michigan 72,57,0.565217391,0.0487,Non-Conference
6246,8.766617862,Connecticut,Kentucky,"Monday, April 7, 2014",Connecticut 60  Kentucky 54,60,0.45959596,0.0354,Non-Conference
6025,8.762736536,Florida,Tennessee,"Saturday, March 15, 2014",Florida 56  Tennessee 49,60,0.477777778,0.0433,SEC
6211,8.762736536,Kentucky,Louisville,"Friday, March 28, 2014",Kentucky 74  Louisville 69,64,0.5,0.0327,Non-Conference
3195,8.694129064,Creighton,Villanova,"Monday, January 20, 2014",Creighton 96  Villanova 68,66,0.61637931,0.0167,Big East
3109,8.666471163,Kansas,Oklahoma St.,"Saturday, January 18, 2014",Kansas 80  Oklahoma St. 78,73,0.546610169,0.0185,Big Twelve
2876,8.633284386,Kansas,Iowa St.,"Monday, January 13, 2014",Kansas 77  Iowa St. 70,79,0.43129771,0.0304,Big Twelve
3841,8.632113226,Virginia,Pittsburgh,"Sunday, February 2, 2014",Virginia 48  Pittsburgh 45,51,0.404255319,0.0489,ACC
6184,8.62513343,Florida,Pittsburgh,"Saturday, March 22, 2014",Florida 61  Pittsburgh 45,55,0.444954128,0.0195,Non-Conference
3241,8.596881092,Michigan,Iowa,"Wednesday, January 22, 2014",Michigan 75  Iowa 67,66,0.513513514,0.0311,Big Ten
4702,8.564275256,Wisconsin,Iowa,"Saturday, February 22, 2014",Wisconsin 79  Iowa 74,65,0.527559055,0.0501,Big Ten
4231,8.560778589,Syracuse,Pittsburgh,"Wednesday, February 12, 2014",Syracuse 58  Pittsburgh 56,54,0.456521739,0.0512,ACC
6197,8.528460039,Kentucky,Wichita St.,"Sunday, March 23, 2014",Kentucky 78  Wichita St. 76,62,0.636363636,0.05,Non-Conference
4483,8.528460039,Florida,Kentucky,"Saturday, February 15, 2014",Florida 69  Kentucky 59,58,0.5,0.0402,SEC
2524,8.528460039,Wisconsin,Iowa,"Sunday, January 5, 2014",Wisconsin 75  Iowa 71,70,0.444444444,0.0358,Big Ten
6222,8.422384428,Arizona,San Diego St.,"Thursday, March 27, 2014",Arizona 70  San Diego St. 64,57,0.475490196,0.0353,Non-Conference
6240,8.422384428,Connecticut,Florida,"Saturday, April 5, 2014",Connecticut 63  Florida 53,57,0.5,0.03,Non-Conference
6051,8.299556869,Michigan St.,Michigan,"Sunday, March 16, 2014",Michigan St. 69  Michigan 55,58,0.444444444,0.0204,Big Ten
4062,8.299556869,Iowa,Michigan,"Saturday, February 8, 2014",Iowa 85  Michigan 67,64,0.53539823,0.0101,Big Ten
6031,8.232102413,Michigan St.,Wisconsin,"Saturday, March 15, 2014",Michigan St. 83  Wisconsin 75,63,0.574257426,0.0178,Big Ten
347,8.229356897,Wisconsin,Florida,"Tuesday, November 12, 2013",Wisconsin 59  Florida 53,60,0.494736842,0.0318,Non-Conference
1557,8.196853491,Florida,Kansas,"Tuesday, December 10, 2013",Florida 67  Kansas 61,66,0.474489796,0.0144,Non-Conference
3870,8.192941176,Ohio St.,Iowa,"Tuesday, February 4, 2014",Ohio St. 76  Iowa 69,68,0.52293578,0.0347,Big Ten
1790,8.166222222,Florida,Memphis,"Tuesday, December 17, 2013",Florida 77  Memphis 75,66,0.554054054,0.0408,Non-Conference
5524,8.155653451,Memphis,Oklahoma St.,"Sunday, December 1, 2013",Memphis 73  Oklahoma St. 68,64,0.513513514,0.0405,Non-Conference
1353,8.155653451,North Carolina,Michigan St.,"Wednesday, December 4, 2013",North Carolina 79  Michigan St. 65,74,0.437984496,0.0315,Non-Conference
6044,8.117497556,UCLA,Arizona,"Saturday, March 15, 2014",UCLA 75  Arizona 71,69,0.5,0.0505,Pac Ten
316,8.099950471,VCU,Virginia,"Tuesday, November 12, 2013",VCU 59  Virginia 56,69,0.432692308,0.046,Non-Conference
6024,8.091703486,Virginia,Pittsburgh,"Saturday, March 15, 2014",Virginia 51  Pittsburgh 48,54,0.446808511,0.0331,ACC
5208,8.091703486,Louisville,SMU,"Wednesday, March 5, 2014",Louisville 84  SMU 71,73,0.567961165,0.031,American
6050,8.054117647,Florida,Kentucky,"Sunday, March 16, 2014",Florida 61  Kentucky 60,62,0.447115385,0.0241,SEC
665,8.054117647,Oklahoma St.,Memphis,"Tuesday, November 19, 2013",Oklahoma St. 101  Memphis 80,84,0.496124031,0.0067,Non-Conference
5359,8.032887568,Ohio St.,Michigan St.,"Sunday, March 9, 2014",Ohio St. 69  Michigan St. 67,65,0.519230769,0.0473,Big Ten
3139,8.022287678,Michigan,Wisconsin,"Saturday, January 18, 2014",Michigan 77  Wisconsin 70,68,0.548672566,0.037,Big Ten
4207,7.999801587,Michigan,Ohio St.,"Tuesday, February 11, 2014",Michigan 70  Ohio St. 60,59,0.480952381,0.0296,Big Ten
6027,7.998219585,Michigan,Ohio St.,"Saturday, March 15, 2014",Michigan 72  Ohio St. 69,63,0.597087379,0.0351,Big Ten
5959,7.995069034,Kansas,Oklahoma St.,"Thursday, March 13, 2014",Kansas 77  Oklahoma St. 70,73,0.466386555,0.0398,Big Twelve
4163,7.96542843,Wisconsin,Michigan St.,"Sunday, February 9, 2014",Wisconsin 60  Michigan St. 58,64,0.490196078,0.0391,Big Ten
4488,7.96542843,Wisconsin,Michigan,"Sunday, February 16, 2014",Wisconsin 75  Michigan 62,60,0.486111111,0.0272,Big Ten
6195,7.952479136,Arizona,Gonzaga,"Sunday, March 23, 2014",Arizona 84  Gonzaga 61,71,0.508403361,0.0084,Non-Conference
1330,7.932539683,Wisconsin,Virginia,"Wednesday, December 4, 2013",Wisconsin 48  Virginia 38,57,0.292929293,0.0267,Non-Conference
5514,7.926232742,Villanova,Iowa,"Saturday, November 30, 2013",Villanova 88  Iowa 83,84,0.518939394,0.0454,Non-Conference
1020,7.899552906,Wisconsin,Saint Louis,"Tuesday, November 26, 2013",Wisconsin 63  Saint Louis 57,65,0.422018349,0.0226,Non-Conference
6237,7.894024691,Connecticut,Michigan St.,"Sunday, March 30, 2014",Connecticut 60  Michigan St. 54,60,0.452631579,0.041,Non-Conference
5497,7.888921713,Villanova,Kansas,"Friday, November 29, 2013",Villanova 63  Kansas 59,71,0.419811321,0.0435,Non-Conference
3061,7.866467662,Virginia,Florida St.,"Saturday, January 18, 2014",Virginia 78  Florida St. 66,66,0.53960396,0.0078,ACC
1235,7.864880952,Connecticut,Florida,"Monday, December 2, 2013",Connecticut 65  Florida 64,64,0.528846154,0.0534,Non-Conference
1633,7.857001972,Arizona,Michigan,"Saturday, December 14, 2013",Arizona 72  Michigan 70,61,0.52293578,0.0451,Non-Conference
4697,7.850737463,Louisville,Cincinnati,"Saturday, February 22, 2014",Louisville 58  Cincinnati 57,63,0.378378378,0.0444,American
4812,7.833283508,Michigan,Michigan St.,"Sunday, February 23, 2014",Michigan 79  Michigan St. 70,62,0.602941176,0.0339,Big Ten
5256,7.764232489,Michigan St.,Iowa,"Thursday, March 6, 2014",Michigan St. 86  Iowa 76,68,0.597222222,0.0255,Big Ten
5297,7.748892171,Florida,Kentucky,"Saturday, March 8, 2014",Florida 84  Kentucky 65,69,0.586734694,0.007,SEC
3586,7.728373016,Kansas,Iowa St.,"Wednesday, January 29, 2014",Kansas 92  Iowa St. 81,75,0.580645161,0.0191,Big Twelve
6215,7.72363996,Wisconsin,Baylor,"Thursday, March 27, 2014",Wisconsin 69  Baylor 52,62,0.444444444,0.0115,Non-Conference
6039,7.678286558,Louisville,Connecticut,"Saturday, March 15, 2014",Louisville 71  Connecticut 61,64,0.465217391,0.0102,American
3626,7.583976261,Cincinnati,Louisville,"Thursday, January 30, 2014",Cincinnati 69  Louisville 66,66,0.518867925,0.0467,American
3376,7.562630792,Duke,Florida St.,"Saturday, January 25, 2014",Duke 78  Florida St. 56,63,0.436893204,0.0111,ACC
6186,7.55235265,Connecticut,Villanova,"Saturday, March 22, 2014",Connecticut 77  Villanova 65,71,0.495145631,0.0312,Non-Conference
4201,7.526169154,Florida,Tennessee,"Tuesday, February 11, 2014",Florida 67  Tennessee 58,62,0.466981132,0.0402,SEC
5482,7.526169154,Arizona,Duke,"Friday, November 29, 2013",Arizona 72  Duke 66,67,0.5,0.0351,Non-Conference
5355,7.488822653,Duke,North Carolina,"Saturday, March 8, 2014",Duke 93  North Carolina 81,68,0.610091743,0.0108,ACC
6212,7.433283057,Connecticut,Iowa St.,"Friday, March 28, 2014",Connecticut 81  Iowa St. 76,66,0.550420168,0.0205,Non-Conference
5444,7.402469136,North Carolina,Louisville,"Sunday, November 24, 2013",North Carolina 93  Louisville 84,78,0.515873016,0.0228,Non-Conference
4250,7.371513353,North Carolina,Duke,"Thursday, February 20, 2014",North Carolina 74  Duke 66,69,0.478813559,0.0341,ACC
2526,7.355455904,San Diego St.,Kansas,"Sunday, January 5, 2014",San Diego St. 61  Kansas 57,65,0.368644068,0.0422,Non-Conference
1606,7.331526104,Iowa St.,Iowa,"Friday, December 13, 2013",Iowa St. 85  Iowa 82,78,0.5078125,0.0459,Non-Conference
6073,7.299949571,Gonzaga,Oklahoma St.,"Friday, March 21, 2014",Gonzaga 85  Oklahoma St. 77,78,0.495652174,0.0244,Non-Conference
3864,7.298743087,Iowa St.,Oklahoma St.,"Monday, February 3, 2014",Iowa St. 98  Oklahoma St. 97,90,0.506756757,0.0677,Big Twelve
2860,7.230869784,Duke,Virginia,"Monday, January 13, 2014",Duke 69  Virginia 65,61,0.480769231,0.0314,ACC
5307,7.207054148,Louisville,Connecticut,"Saturday, March 8, 2014",Louisville 81  Connecticut 48,68,0.435779817,0.0056,American
6015,7.166616085,Connecticut,Cincinnati,"Friday, March 14, 2014",Connecticut 58  Cincinnati 56,56,0.46969697,0.042,American
3689,7.166616085,Ohio St.,Wisconsin,"Saturday, February 1, 2014",Ohio St. 59  Wisconsin 58,56,0.457446809,0.0414,Big Ten
3049,7.165405951,Kentucky,Tennessee,"Saturday, January 18, 2014",Kentucky 74  Tennessee 66,62,0.467592593,0.0271,SEC
5985,7.165405951,Pittsburgh,North Carolina,"Friday, March 14, 2014",Pittsburgh 80  North Carolina 75,76,0.5,0.0135,ACC
5989,7.144693572,Iowa St.,Kansas,"Friday, March 14, 2014",Iowa St. 94  Kansas 83,75,0.564,0.0296,Big Twelve
3422,7.097528996,Florida,Tennessee,"Saturday, January 25, 2014",Florida 67  Tennessee 41,59,0.4,0.0123,SEC
5325,7.094444444,Oregon,Arizona,"Saturday, March 8, 2014",Oregon 64  Arizona 57,66,0.475728155,0.0308,Pac Ten
5127,7.08195902,Oklahoma St.,Kansas,"Saturday, March 1, 2014",Oklahoma St. 72  Kansas 65,71,0.461538462,0.0433,Big Twelve
1199,7.06163142,Wichita St.,Saint Louis,"Sunday, December 1, 2013",Wichita St. 70  Saint Louis 65,67,0.476190476,0.0423,Non-Conference
4394,7.032068791,Saint Louis,VCU,"Saturday, February 15, 2014",Saint Louis 64  VCU 62,71,0.438596491,0.0288,A10
5020,6.999189463,Connecticut,Cincinnati,"Saturday, March 1, 2014",Connecticut 51  Cincinnati 45,64,0.338541667,0.0285,American
2550,6.992749245,Iowa St.,Baylor,"Tuesday, January 7, 2014",Iowa St. 87  Baylor 72,74,0.56640625,0.0209,Big Twelve
2678,6.960995025,Arizona,UCLA,"Thursday, January 9, 2014",Arizona 79  UCLA 75,70,0.504273504,0.0292,Pac Ten
4346,6.960564801,North Carolina,Pittsburgh,"Saturday, February 15, 2014",North Carolina 75  Pittsburgh 71,71,0.464,0.0339,ACC
6183,6.948571429,Wisconsin,Oregon,"Saturday, March 22, 2014",Wisconsin 85  Oregon 77,65,0.573394495,0.0476,Non-Conference
1915,6.930343797,Oklahoma St.,Colorado,"Saturday, December 21, 2013",Oklahoma St. 78  Colorado 73,71,0.504464286,0.0208,Non-Conference
1923,6.909109109,Kansas,Georgetown,"Saturday, December 21, 2013",Kansas 86  Georgetown 64,68,0.515,0.0117,Non-Conference
6055,6.885470085,Tennessee,Iowa,"Wednesday, March 19, 2014",Tennessee 78  Iowa 65,65,0.46875,0.0525,Non-Conference
4816,6.865853659,SMU,Connecticut,"Sunday, February 23, 2014",SMU 64  Connecticut 55,64,0.434343434,0.033,American
6193,6.853776435,Baylor,Creighton,"Sunday, March 23, 2014",Baylor 85  Creighton 55,60,0.588235294,0.0133,Non-Conference
5089,6.832875318,VCU,Saint Louis,"Saturday, March 1, 2014",VCU 67  Saint Louis 56,61,0.436936937,0.0149,A10
1864,6.830847286,Duke,UCLA,"Thursday, December 19, 2013",Duke 80  UCLA 63,72,0.52016129,0.03,Non-Conference
4683,6.806817043,Villanova,St. John's,"Saturday, February 22, 2014",Villanova 57  St. John's 54,64,0.409090909,0.0294,Big East
940,6.794934144,Syracuse,Minnesota,"Monday, November 25, 2013",Syracuse 75  Minnesota 67,65,0.5,0.0363,Non-Conference
5955,6.785450922,Arizona,Utah,"Thursday, March 13, 2014",Arizona 71  Utah 39,58,0.443877551,0.0052,Pac Ten
4788,6.783685801,Kansas,Texas,"Saturday, February 22, 2014",Kansas 85  Texas 54,64,0.475206612,0.0056,Big Twelve
6198,6.732517839,Iowa St.,North Carolina,"Sunday, March 23, 2014",Iowa St. 85  North Carolina 83,78,0.529411765,0.0463,Non-Conference
4144,6.732517839,SMU,Cincinnati,"Saturday, February 8, 2014",SMU 76  Cincinnati 55,64,0.489361702,0.015,American
5426,6.72040404,Connecticut,Indiana,"Friday, November 22, 2013",Connecticut 59  Indiana 58,68,0.446078431,0.0496,Non-Conference
5460,6.72040404,Syracuse,California,"Tuesday, November 26, 2013",Syracuse 92  California 81,69,0.584821429,0.0308,Non-Conference
1673,6.72040404,Kansas,New Mexico,"Saturday, December 14, 2013",Kansas 80  New Mexico 63,65,0.458333333,0.0205,Non-Conference
4340,6.682235529,Arizona St.,Arizona,"Friday, February 14, 2014",Arizona St. 69  Arizona 66,77,0.419354839,0.0618,Pac Ten
3176,6.663458647,Iowa,Minnesota,"Sunday, January 19, 2014",Iowa 94  Minnesota 73,71,0.52991453,0.0179,Big Ten
1286,6.661585366,Duke,Michigan,"Tuesday, December 3, 2013",Duke 79  Michigan 69,67,0.522321429,0.017,Non-Conference
2845,6.632730924,Creighton,Xavier,"Sunday, January 12, 2014",Creighton 95  Xavier 89,78,0.625,0.0161,Big East
3219,6.632730924,Pittsburgh,Clemson,"Tuesday, January 21, 2014",Pittsburgh 76  Clemson 43,59,0.5,0.0045,ACC
1271,6.618715225,Syracuse,Indiana,"Tuesday, December 3, 2013",Syracuse 69  Indiana 52,58,0.5,0.0142,Non-Conference
3261,6.601910508,Minnesota,Wisconsin,"Wednesday, January 22, 2014",Minnesota 81  Wisconsin 68,58,0.561320755,0.0275,Big Ten
2840,6.57979798,Louisville,SMU,"Sunday, January 12, 2014",Louisville 71  SMU 63,72,0.466101695,0.014,American
5306,6.564165391,Iowa St.,Oklahoma St.,"Saturday, March 8, 2014",Iowa St. 85  Oklahoma St. 81,82,0.508130081,0.0521,Big Twelve
1071,6.555251142,Iowa,Xavier,"Thursday, November 28, 2013",Iowa 77  Xavier 74,77,0.416666667,0.047,Non-Conference
6188,6.548748749,Louisville,Saint Louis,"Saturday, March 22, 2014",Louisville 66  Saint Louis 51,70,0.450980392,0.0136,Non-Conference
4740,6.548406677,Stanford,UCLA,"Saturday, February 22, 2014",Stanford 83  UCLA 74,67,0.606796117,0.0278,Pac Ten
3168,6.516919959,Louisville,Connecticut,"Saturday, January 18, 2014",Louisville 76  Connecticut 64,68,0.454954955,0.0243,American
6041,6.465846154,Iowa St.,Baylor,"Saturday, March 15, 2014",Iowa St. 74  Baylor 65,63,0.523809524,0.0397,Big Twelve
3949,6.430824373,Cincinnati,Connecticut,"Thursday, February 6, 2014",Cincinnati 63  Connecticut 58,62,0.48019802,0.042,American
505,6.427190332,Ohio St.,Marquette,"Saturday, November 16, 2013",Ohio St. 52  Marquette 35,65,0.323809524,0.0246,Non-Conference
5490,6.427156713,Memphis,LSU,"Friday, November 29, 2013",Memphis 76  LSU 69,73,0.538461538,0.0421,Non-Conference
6045,6.421882952,New Mexico,San Diego St.,"Saturday, March 15, 2014",New Mexico 64  San Diego St. 58,59,0.435,0.0514,Mountain West
6185,6.40657562,Michigan St.,Harvard,"Saturday, March 22, 2014",Michigan St. 80  Harvard 73,69,0.513636364,0.023,Non-Conference
5479,6.40657562,Syracuse,Baylor,"Wednesday, November 27, 2013",Syracuse 74  Baylor 67,61,0.589622642,0.0183,Non-Conference
4840,6.396570852,Kansas,Oklahoma,"Monday, February 24, 2014",Kansas 83  Oklahoma 75,71,0.5,0.025,Big Twelve
2651,6.385017597,Memphis,Louisville,"Thursday, January 9, 2014",Memphis 73  Louisville 67,71,0.487394958,0.0358,American
3000,6.371929825,Arizona,Arizona St.,"Thursday, January 16, 2014",Arizona 91  Arizona St. 68,76,0.521929825,0.0024,Pac Ten
5972,6.36538264,UCLA,Oregon,"Thursday, March 13, 2014",UCLA 82  Oregon 63,69,0.574074074,0.0229,Pac Ten
5424,6.344292237,Michigan,Florida St.,"Friday, November 22, 2013",Michigan 82  Florida St. 80,71,0.536290323,0.0412,Non-Conference
584,6.320285423,Iowa St.,Michigan,"Sunday, November 17, 2013",Iowa St. 77  Michigan 70,74,0.5,0.042,Non-Conference
6235,6.268273092,Florida,Dayton,"Saturday, March 29, 2014",Florida 62  Dayton 52,56,0.453125,0.0091,Non-Conference
5158,6.268273092,Arizona,Stanford,"Sunday, March 2, 2014",Arizona 79  Stanford 66,68,0.473214286,0.0032,Pac Ten
4525,6.266460268,Iowa St.,Texas,"Tuesday, February 18, 2014",Iowa St. 85  Texas 76,72,0.461832061,0.0272,Big Twelve
5441,6.266460268,Massachusetts,Clemson,"Sunday, November 24, 2013",Massachusetts 62  Clemson 56,66,0.409836066,0.0269,Non-Conference
2385,6.256646217,Cincinnati,Memphis,"Saturday, January 4, 2014",Cincinnati 69  Memphis 53,68,0.416666667,0.0302,American
6196,6.251538074,Virginia,Memphis,"Sunday, March 23, 2014",Virginia 78  Memphis 60,66,0.513274336,0.01,Non-Conference
1383,6.221212121,Baylor,Kentucky,"Friday, December 6, 2013",Baylor 67  Kentucky 62,60,0.495238095,0.0415,Non-Conference
3778,6.221212121,Texas,Kansas,"Saturday, February 1, 2014",Texas 81  Kansas 69,69,0.44214876,0.0164,Big Twelve
2722,6.178416541,Syracuse,North Carolina,"Saturday, January 11, 2014",Syracuse 57  North Carolina 45,60,0.396396396,0.0083,ACC
729,6.16620155,Iowa St.,BYU,"Wednesday, November 20, 2013",Iowa St. 90  BYU 88,85,0.503246753,0.0402,Non-Conference
5312,6.164142195,San Diego St.,New Mexico,"Saturday, March 8, 2014",San Diego St. 51  New Mexico 48,58,0.433333333,0.0399,Mountain West
1928,6.160451977,Florida St.,Massachusetts,"Saturday, December 21, 2013",Florida St. 60  Massachusetts 55,73,0.36,0.0456,Non-Conference
5435,6.133126294,Georgetown,VCU,"Sunday, November 24, 2013",Georgetown 84  VCU 80,80,0.505154639,0.0354,Non-Conference
4193,6.129680365,Kansas St.,Kansas,"Monday, February 10, 2014",Kansas St. 85  Kansas 82,76,0.49609375,0.0417,Big Twelve
5360,6.046216769,Syracuse,Florida St.,"Sunday, March 9, 2014",Syracuse 74  Florida St. 58,62,0.477272727,0.0314,ACC
2521,6.027099433,Colorado,Oregon,"Sunday, January 5, 2014",Colorado 100  Oregon 91,78,0.533834586,0.0355,Pac Ten
6194,6.026829268,Stanford,Kansas,"Sunday, March 23, 2014",Stanford 60  Kansas 57,67,0.404761905,0.0401,Non-Conference
5464,6.0147923,Pittsburgh,Stanford,"Tuesday, November 26, 2013",Pittsburgh 88  Stanford 67,66,0.538834951,0.0107,Non-Conference
1512,5.994840041,New Mexico,Cincinnati,"Saturday, December 7, 2013",New Mexico 63  Cincinnati 54,60,0.414285714,0.0215,Non-Conference
4972,5.975255624,Oregon,UCLA,"Thursday, February 27, 2014",Oregon 87  UCLA 83,78,0.453488372,0.0598,Pac Ten
1645,5.975255624,Wichita St.,Tennessee,"Saturday, December 14, 2013",Wichita St. 70  Tennessee 61,62,0.466666667,0.029,Non-Conference
4146,5.965370658,Memphis,Gonzaga,"Saturday, February 8, 2014",Memphis 60  Gonzaga 54,58,0.424528302,0.041,Non-Conference
6066,5.96248062,Harvard,Cincinnati,"Thursday, March 20, 2014",Harvard 61  Cincinnati 57,60,0.445544554,0.0406,Non-Conference
4371,5.957959815,Connecticut,Memphis,"Saturday, February 15, 2014",Connecticut 86  Memphis 81,76,0.536585366,0.0391,American
3983,5.956631367,Arizona,Oregon,"Thursday, February 6, 2014",Arizona 67  Oregon 65,63,0.458715596,0.0312,Pac Ten
5981,5.941438703,Virginia,Florida St.,"Friday, March 14, 2014",Virginia 64  Florida St. 51,56,0.5,0.0156,ACC
1458,5.923867684,Colorado,Kansas,"Saturday, December 7, 2013",Colorado 75  Kansas 72,67,0.523364486,0.0407,Non-Conference
6187,5.912820513,Michigan,Texas,"Saturday, March 22, 2014",Michigan 79  Texas 65,57,0.482758621,0.0132,Non-Conference
6035,5.903885481,VCU,George Washington,"Saturday, March 15, 2014",VCU 74  George Washington 55,65,0.514423077,0.0332,A10
3852,5.893374108,Villanova,Xavier,"Monday, February 3, 2014",Villanova 81  Xavier 58,66,0.516949153,0.0085,Big East
2316,5.888408037,Michigan,Minnesota,"Thursday, January 2, 2014",Michigan 63  Minnesota 60,61,0.484536082,0.0469,Big Ten
3002,5.881300813,Minnesota,Ohio St.,"Thursday, January 16, 2014",Minnesota 63  Ohio St. 53,63,0.474489796,0.0345,Big Ten
6020,5.861490683,UCLA,Stanford,"Friday, March 14, 2014",UCLA 84  Stanford 59,64,0.56185567,0.0084,Pac Ten
2756,5.851094148,Michigan St.,Minnesota,"Saturday, January 11, 2014",Michigan St. 87  Minnesota 75,73,0.478448276,0.0336,Big Ten
5466,5.841846154,Wichita St.,BYU,"Tuesday, November 26, 2013",Wichita St. 75  BYU 62,74,0.376984127,0.0405,Non-Conference
5174,5.799166667,Oregon,Arizona St.,"Tuesday, March 4, 2014",Oregon 85  Arizona St. 78,72,0.504098361,0.0191,Pac Ten
4545,5.748305513,Arizona,Utah,"Wednesday, February 19, 2014",Arizona 67  Utah 63,67,0.472477064,0.0317,Pac Ten
3520,5.723188406,UCLA,California,"Sunday, January 26, 2014",UCLA 76  California 64,71,0.435344828,0.0129,Pac Ten
4674,5.716615067,Saint Louis,George Washington,"Saturday, February 22, 2014",Saint Louis 66  George Washington 59,67,0.427927928,0.018,A10
3738,5.698695879,SMU,Memphis,"Saturday, February 1, 2014",SMU 87  Memphis 72,75,0.541322314,0.0181,American
4173,5.689497717,St. John's,Creighton,"Sunday, February 9, 2014",St. John's 70  Creighton 65,69,0.452173913,0.0429,Big East
5971,5.663333333,Baylor,Oklahoma,"Thursday, March 13, 2014",Baylor 78  Oklahoma 73,63,0.539473684,0.0206,Big Twelve
4509,5.659190031,North Carolina,Florida St.,"Monday, February 17, 2014",North Carolina 81  Florida St. 75,69,0.508196721,0.0328,ACC
5226,5.646026832,Cincinnati,Memphis,"Thursday, March 6, 2014",Cincinnati 97  Memphis 84,73,0.553278689,0.0119,American
5072,5.632862376,Oklahoma,Texas,"Saturday, March 1, 2014",Oklahoma 77  Texas 65,67,0.482300885,0.0169,Big Twelve
1992,5.589823468,Michigan,Stanford,"Saturday, December 21, 2013",Michigan 68  Stanford 65,64,0.49,0.0325,Non-Conference
4202,5.589823468,Texas,Oklahoma St.,"Tuesday, February 11, 2014",Texas 87  Oklahoma St. 68,71,0.48245614,0.008,Big Twelve
3768,5.583229814,Iowa St.,Oklahoma,"Saturday, February 1, 2014",Iowa St. 81  Oklahoma 75,76,0.492424242,0.0259,Big Twelve
3363,5.583229814,Iowa St.,Kansas St.,"Saturday, January 25, 2014",Iowa St. 81  Kansas St. 75,74,0.525423729,0.0242,Big Twelve
4101,5.566614173,Arizona St.,Oregon,"Saturday, February 8, 2014",Arizona St. 74  Oregon 72,73,0.44017094,0.0295,Pac Ten
3207,5.540899796,Kansas,Baylor,"Monday, January 20, 2014",Kansas 78  Baylor 68,64,0.560606061,0.0148,Big Twelve
3196,5.53446677,Virginia,North Carolina,"Monday, January 20, 2014",Virginia 76  North Carolina 61,62,0.495726496,0.011,ACC
4234,5.529989551,VCU,George Washington,"Wednesday, February 12, 2014",VCU 92  George Washington 75,80,0.581896552,0.0119,A10
5090,5.526401631,Xavier,Creighton,"Saturday, March 1, 2014",Xavier 75  Creighton 69,68,0.526548673,0.0322,Big East
2980,5.525833333,Connecticut,Memphis,"Thursday, January 16, 2014",Connecticut 83  Memphis 73,64,0.563559322,0.0365,American
6017,5.510906298,Creighton,Xavier,"Friday, March 14, 2014",Creighton 86  Xavier 78,61,0.592105263,0.011,Big East
